date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:34:54	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2008%20Nov%202018%2013:34:54%20GMT	https://es-la.facebook.com/settings	/root/websites/Fcaebook/es-la.facebook.com/settings	(from https://es-la.facebook.com/)
14:34:55	542157/542157	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2013:34:55%20GMT	https://es-la.facebook.com/careers/?ref=pf	/root/websites/Fcaebook/es-la.facebook.com/careers/index30c2.html	(from https://es-la.facebook.com/)
14:34:55	492912/492912	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Nov%202018%2013:34:55%20GMT	https://es-la.facebook.com/allactivity?privacy_source=activity_log_top_menu	/root/websites/Fcaebook/es-la.facebook.com/allactivity99e1	(from https://es-la.facebook.com/)
14:34:56	501746/501746	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2013:34:55%20GMT	https://es-la.facebook.com/help/?ref=pf	/root/websites/Fcaebook/es-la.facebook.com/help/index30c2.html	(from https://es-la.facebook.com/)
14:34:56	491795/491795	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Nov%202018%2013:34:56%20GMT	https://es-la.facebook.com/L38M	/root/websites/Fcaebook/es-la.facebook.com/L38M	(from https://es-la.facebook.com/)
14:34:57	491784/491784	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Nov%202018%2013:34:57%20GMT	https://es-la.facebook.com/IToy	/root/websites/Fcaebook/es-la.facebook.com/IToy	(from https://es-la.facebook.com/)
14:34:58	491760/491760	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Nov%202018%2013:34:58%20GMT	https://es-la.facebook.com/S+p0	/root/websites/Fcaebook/es-la.facebook.com/S+p0	(from https://es-la.facebook.com/)
14:34:59	491784/491784	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Nov%202018%2013:34:59%20GMT	https://es-la.facebook.com/km2J	/root/websites/Fcaebook/es-la.facebook.com/km2J	(from https://es-la.facebook.com/)
14:35:01	489598/489598	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Nov%202018%2013:35:00%20GMT	https://es-la.facebook.com/DMK2	/root/websites/Fcaebook/es-la.facebook.com/DMK2	(from https://es-la.facebook.com/)
14:35:01	491758/491758	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Nov%202018%2013:35:01%20GMT	https://es-la.facebook.com/ZLbS	/root/websites/Fcaebook/es-la.facebook.com/ZLbS	(from https://es-la.facebook.com/)
14:35:02	491786/491786	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Nov%202018%2013:35:02%20GMT	https://es-la.facebook.com/qZW+	/root/websites/Fcaebook/es-la.facebook.com/qZW+	(from https://es-la.facebook.com/)
14:35:03	491784/491784	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Nov%202018%2013:35:03%20GMT	https://es-la.facebook.com/XJyV	/root/websites/Fcaebook/es-la.facebook.com/XJyV	(from https://es-la.facebook.com/)
14:35:05	529/529	---MCZ	200	added ('OK')	text/plain	date:Thu,%2008%20Nov%202018%2013:35:04%20GMT	https://es-es.facebook.com/robots.txt		(from https://nb-no.facebook.com/)
14:35:06	1032/1032	---MCZ	200	added ('OK')	text/xml	date:Thu,%2008%20Nov%202018%2013:35:05%20GMT	https://es-es.facebook.com/osd.xml	/root/websites/Fcaebook/es-es.facebook.com/osd.xml	(from https://es-es.facebook.com/)
14:35:07	538751/538751	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2013:35:06%20GMT	https://es-es.facebook.com/legal/terms/update	/root/websites/Fcaebook/es-es.facebook.com/legal/terms/update.html	(from https://es-es.facebook.com/)
14:35:08	564969/564969	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2013:35:07%20GMT	https://es-es.facebook.com/about/privacy/update	/root/websites/Fcaebook/es-es.facebook.com/about/privacy/update.html	(from https://es-es.facebook.com/)
14:35:08	526687/526687	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2013:35:08%20GMT	https://es-es.facebook.com/r.php	/root/websites/Fcaebook/es-es.facebook.com/r.html	(from https://es-es.facebook.com/)
14:35:09	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2008%20Nov%202018%2013:35:09%20GMT	https://es-es.facebook.com/find-friends?ref=pf	/root/websites/Fcaebook/es-es.facebook.com/find-friends30c2	(from https://es-es.facebook.com/)
14:35:10	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2008%20Nov%202018%2013:35:10%20GMT	https://es-es.facebook.com/pages/create/?ref_type=registration_form	/root/websites/Fcaebook/es-es.facebook.com/pages/create/indexf949.html	(from https://es-es.facebook.com/)
14:35:10	514567/514567	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2013:35:10%20GMT	https://es-es.facebook.com/policies/cookies/	/root/websites/Fcaebook/es-es.facebook.com/policies/cookies/index.html	(from https://es-es.facebook.com/)
14:35:10	493279/493279	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2013:35:10%20GMT	https://es-es.facebook.com/login/	/root/websites/Fcaebook/es-es.facebook.com/login/index.html	(from https://es-es.facebook.com/)
14:35:10	491003/491003	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2013:35:10%20GMT	https://es-es.facebook.com/lite/	/root/websites/Fcaebook/es-es.facebook.com/lite/index.html	(from https://es-es.facebook.com/)
14:35:12	425/425	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2013:35:11%20GMT	https://l.facebook.com/l.php?u=https%3A%2F%2Finstagram.com%2F&h=AT3Ll1MBCkEXowRY0nqn0jfMHLJJrn62q3uo9Y__kAz6YdME-u0Txrgp2Ak_rmlmZwWK2m1TEMsZ7vT4WEllduA0t_gj4xCLzTAjTZY9EPah9vfXR-iSvV1-_ih8mGITOe_gSiGjhlV9VyJX8fadxA	/root/websites/Fcaebook/l.facebook.com/l6232.html	(from https://es-es.facebook.com/)
14:35:12	491413/491413	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2013:35:11%20GMT	https://es-es.facebook.com/directory/people/	/root/websites/Fcaebook/es-es.facebook.com/directory/people/index.html	(from https://es-es.facebook.com/)
14:35:12	506382/506382	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2013:35:11%20GMT	https://es-es.facebook.com/mobile/?ref=pf	/root/websites/Fcaebook/es-es.facebook.com/mobile/index30c2.html	(from https://es-es.facebook.com/)
14:35:14	538105/538105	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Nov%202018%2013:35:14%20GMT	https://es-es.facebook.com/places/	/root/websites/Fcaebook/es-es.facebook.com/places/index.html	(from https://es-es.facebook.com/)
14:35:14	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2008%20Nov%202018%2013:35:14%20GMT	https://es-es.facebook.com/games/	/root/websites/Fcaebook/es-es.facebook.com/games/index.html	(from https://es-es.facebook.com/)
